cdata12,ndata34,cdata96,bdata33,cdata72,cdata27,ndata14,cdata25,bdata49,cdata40,cdata49,ndata92,ndata36,bdata84,ndata30,ndata86,ndata16,bdata11,cdata32,cdata92,bdata80,ndata98,cdata45,cdata11,cdata69,cdata44,bdata12,cdata17,cdata24,cdata75,ndata73,cdata57,ndata49,bdata68,bdata54,cdata95,cdata47,cdata65,cdata6,cdata56,ndata3,ndata61,bdata83,bdata40,bdata44,bdata48,cdata60,bdata38,cdata15,ndata12,cdata77,cdata37,cdata97,bdata57,cdata73,bdata21,cdata54,bdata61,cdata1,cdata20,cdata31,ndata74,cdata82,cdata43,cdata68,bdata74,bdata46,ndata54,cdata30,bdata59,bdata87,bdata85,ndata2,cdata13,ndata15,ndata67,bdata7,ndata13,ndata27,bdata19,ndata42,bdata36,cdata4,cdata61,cdata62,ndata44,bdata9,cdata18,ndata76,cdata41,bdata14,cdata100,cdata16,bdata47,cdata9,ndata19,bdata77,ndata88,ndata59,bdata13,ndata80,bdata29,ndata37,ndata50,ndata97,bdata56,bdata6,bdata1,cdata55,ndata4,bdata92,bdata60,cdata34,cdata33,cdata79,ndata84,bdata81,bdata45,bdata64,cdata91,ndata65,bdata55,ndata82,bdata63,ndata91,ndata41,cdata80,bdata25,cdata93,bdata34,ndata38,ndata95,ndata29,ndata8,cdata66,bdata22,bdata72,cdata74,ndata60,bdata91,bdata97,bdata24,cdata10,cdata50,ndata32,cdata85,cdata46,ndata20,cdata83,ndata26,bdata16,ndata93,cdata71,cdata58,ndata31,cdata67,bdata73,bdata58,bdata2,bdata51,ndata35,bdata89,bdata66,ndata64,ndata75,cdata35,ndata51,ndata9,cdata63,ndata24,bdata4,ndata72,ndata23,bdata15,bdata31,ndata18,ndata70,cdata64,ndata63,ndata87,cdata5,ndata46,cdata81,ndata22,ndata52,bdata98,cdata7,ndata53,bdata43,bdata32,bdata35,ndata94,cdata2,ndata78,bdata88,bdata90,ndata10,cdata28,bdata37,ndata25,cdata22,cdata70,bdata95,bdata10,bdata8,cdata26,cdata98,cdata23,cdata39,cdata51,cdata8,ndata56,cdata29,ndata81,bdata39,ndata47,bdata41,bdata65,bdata78,ndata77,cdata94,ndata48,cdata76,ndata69,bdata27,ndata55,cdata21,cdata90,ndata83,bdata69,ndata7,bdata75,bdata50,bdata86,cdata89,ndata71,ndata68,ndata66,ndata62,cdata36,bdata20,cdata99,cdata52,ndata79,bdata71,ndata58,cdata88,bdata94,ndata1,cdata78,bdata79,cdata87,bdata70,ndata33,bdata5,ndata85,ndata43,bdata18,cdata38,ndata99,ndata39,ndata5,ndata96,ndata6,bdata23,ndata90,bdata53,ndata40,ndata17,bdata67,cdata48,cdata59,bdata93,cdata86,bdata62,cdata84,bdata76,bdata96,bdata26,bdata42,ndata28,bdata28,cdata19,bdata52,bdata82,bdata100,ndata57,cdata42,bdata17,ndata21,bdata99,ndata89,bdata30,cdata3,cdata14,cdata53,ndata11,bdata3,ndata45,ndata100
one,0.441455072015358,one,1,two,two,0.295010288827424,three,0,four,three,0.777157695973239,0.771437105713262,1,0.0367978569905051,0.729632983583473,0.536607237496053,0,two,four,0,0.265251323542588,four,four,seven,three,1,one,two,one,0.637057803451953,five,0.661063831426684,1,1,three,two,five,one,two,0.561012903604791,0.738782456326088,0,0,1,1,seven,1,three,0.0956723878244453,two,two,one,1,two,1,one,0,two,seven,eight,0.533428120882116,one,five,two,1,1,0.991478363109318,four,0,0,0,0.512862662824165,seven,0.306115159113642,0.699291939255512,1,0.8859810245671,0.910654158312283,1,0.867191292222653,1,three,five,six,0.618056711476593,0,two,0.119972774841147,six,0,four,two,1,three,0.301043835582492,1,0.960653668150138,0.263859147112608,0,0.893126749130986,1,0.199273892728091,0.624699656538009,0.166437840727192,0,1,1,two,0.606589334659767,0,1,one,eight,one,0.415401713853576,1,1,1,five,0.326565472812642,0,0.884559151177002,0,0.0255582888400446,0.550334454048497,three,0,three,1,0.886847538883052,0.52446242747455,0.129171709333926,0.0166302436785983,two,0,1,two,0.935197717208327,1,1,1,two,two,0.861520920433776,three,two,0.106140384572742,two,0.00304448355168907,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,seven,0.204039099987047,three,0.841013995213973,0.993998566271537,0,one,0.135381422373485,1,0,1,0.692772688490852,two,0.960723735189138,0,1,0.239825487557661,eight,1,0.40262936083033,nine,six,1,1,0,three,three,five,six,two,three,0.217505345020004,four,0.490040058698823,0,0.15557646161886,1,1,0,0.716309201292092,two,0.36605651904399,five,0.0445049518101054,0,0.428666380803913,nine,two,0.161992409060232,1,0.80326550697053,0,1,0,five,0.446674269753064,0.0652732438199678,0.809229223418476,0.622967203466143,two,0,six,seven,0.344089560120969,1,0.837576763568785,seven,1,0.917249709206334,four,1,seven,1,0.0377973965107353,0,0.493968499335705,0.0435860481306684,1,six,0.990536332358671,0.1930550518701,0.272830949086228,0.000381280066268586,0.661393966831196,1,0.634888660100366,1,0.540914492340231,0.586366247276752,0,three,one,0,seven,0,four,0,1,0,1,0.381144173643738,1,two,0,0,1,0.609045066280798,two,1,0.657747524441366,1,0.712241468183694,1,seven,three,two,0.761164078951972,1,0.907590654704837,0.848484589309004
one,0.768819781648657,six,1,three,six,0.688472299044233,three,0,four,two,0.853367825863308,0.676480525584796,1,0.844095655063383,0.564623696168215,0.328391166603937,1,one,four,1,0.996427644102505,four,three,six,eight,0,one,three,two,0.912342348538969,one,0.734462315074596,0,1,eight,five,three,three,three,0.848029887029823,0.00873619509880386,1,0,1,1,four,0,two,0.124941646723315,one,six,two,0,two,0,three,1,two,seven,two,0.143033795653657,two,nine,two,1,1,0.567139085580146,four,1,1,0,0.0180218799986079,four,0.406793570873084,0.868127194781767,1,0.387811099351775,0.339419986020057,0,0.0226931956751122,0,one,seven,three,0.965063827567063,0,one,0.0183708202899647,four,0,one,four,1,four,0.853156169316591,1,0.240976243335898,0.931936517473503,0,0.0122014816232404,0,0.650697413728777,0.256142948907328,0.842173393301245,1,0,1,two,0.435882143601183,1,0,one,four,one,0.714509589989765,1,1,0,two,0.0680638548578374,0,0.377822153065143,1,0.694228308512952,0.557541235963999,three,1,five,1,0.352887192827219,0.439723819455029,0.804553233894333,0.744243173920827,one,1,1,six,0.813814464439323,0,1,1,three,four,0.759139095614049,two,two,0.888660198697164,three,0.721882417286313,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,six,0.112709693445762,one,0.88620796847114,0.525562454411254,1,two,0.264061711456727,1,0,1,0.563263066645523,two,0.281821803848124,0,1,0.630906659555632,seven,1,0.914788088501519,eight,seven,1,1,1,one,four,four,three,one,four,0.620394394158005,four,0.58122592256768,1,0.356801685318683,0,1,0,0.940173542106743,three,0.00288506093526075,one,0.809141597149933,0,0.173249408498518,one,four,0.684542844367401,1,0.914234947996296,1,0,1,six,0.27061700700484,0.0783447738350337,0.80559344412826,0.782176425227709,two,1,five,eight,0.763698370778544,1,0.957556244926882,eight,1,0.234312953986431,one,0,seven,0,0.348591330916046,0,0.305664210471021,0.462219952524151,0,six,0.848507804706731,0.575006335973588,0.196746809329465,0.610524230462058,0.662908114209865,1,0.419099857168478,0,0.0272604348687443,0.251385369266443,1,two,three,0,six,0,three,1,1,0,1,0.0386729944531246,0,six,0,1,0,0.262949344093967,one,0,0.762341963351379,1,0.752327387710843,1,three,nine,five,0.522715227769064,1,0.900236434610289,0.615124412795838
one,0.226916281724962,eight,0,one,four,0.875772389280959,one,1,five,five,0.953770162545264,0.928179026671704,0,0.165925881860654,0.749268260429572,0.155334451115987,0,six,four,0,0.393637668158901,one,six,one,six,1,five,four,three,0.625897757335446,two,0.239375777470097,0,1,three,one,two,two,two,0.0302885678149719,0.938788923533938,1,1,1,1,five,1,three,0.857633455487663,five,five,one,1,three,1,three,1,three,seven,seven,0.482815961324624,four,four,one,1,1,0.129255976967832,one,0,0,0,0.449231917140067,five,0.888381701979351,0.772258730614007,1,0.315619924019706,0.445819505012899,0,0.0800462073788806,0,seven,five,six,0.640693406521028,0,one,0.478147401303079,two,0,four,four,0,one,0.609911390867491,1,0.560353086720041,0.676665654777438,1,0.838123114122176,1,0.184397673536931,0.639193039109967,0.984333230069823,0,1,0,four,0.523232837629473,0,0,four,four,four,0.239197443191389,1,1,0,four,0.282640448339812,0,0.781748925537391,0,0.697826945118277,0.826439856589769,four,0,two,1,0.883053717676276,0.637174769266543,0.654199117526803,0.622280637261915,four,1,1,one,0.351261361212083,1,1,1,one,four,0.109361618231412,one,five,0.74645130830369,one,0.158713394716726,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,six,0.992180917068172,four,0.0215348364713254,0.587513128400108,0,two,0.554742368037305,1,0,0,0.607066894127647,three,0.152423535072342,0,1,0.253983864592062,one,0,0.97992247118545,one,three,1,1,0,two,three,six,four,three,two,0.0608346554239251,one,0.778078542237453,1,0.660663335837001,0,1,1,0.031374881621543,three,0.436783181473069,two,0.244675337599284,1,0.266068710233001,one,four,0.807251015298152,1,0.444868445379927,0,0,0,five,0.688314896374868,0.921645216382478,0.60705972473327,0.375583320407161,two,0,nine,one,0.641951902758442,1,0.893116339720767,three,1,0.0369013362553481,four,0,one,0,0.631071350886719,0,0.575801681063882,0.822505630469693,0,two,0.739134468805952,0.728887374435478,0.769568552531977,0.0267587404359992,0.412585793198272,0,0.676713008368003,0,0.316500994690725,0.478765829290676,1,three,one,0,seven,0,eight,0,0,0,0,0.327438748480355,1,four,1,0,1,0.230972622321163,three,0,0.783101719658179,1,0.695477026242092,1,one,one,two,0.373266859512756,0,0.907280149220083,0.471776945266028
four,0.882306670568861,five,0,three,two,0.998139821486419,one,1,two,three,0.4843739774672,0.914616783084044,0,0.72818933310447,0.492710331626235,0.0154535742414719,1,one,three,1,0.606278817189654,three,one,three,seven,0,one,two,one,0.69536787477004,two,0.575397532271507,1,0,eight,four,one,two,two,0.901183415784828,0.632954216422652,0,1,0,1,four,1,two,0.645258022401453,two,six,four,0,one,1,three,0,one,one,two,0.693385330852701,three,three,four,1,1,0.485366883444442,one,0,1,0,0.659093828667112,six,0.835283288164077,0.919640921158033,1,0.571186876177607,0.573457609185467,0,0.27410687005344,0,three,four,four,0.55596503778213,0,one,0.898812822087672,eight,0,two,one,1,four,0.0169382200156929,0,0.00745267025569663,0.796991943164229,1,0.596306046534426,1,0.288417324463749,0.418748904939323,0.159434640790384,1,1,1,three,0.0635983572605797,0,1,two,seven,two,0.62862271317178,1,0,0,one,0.0806400040441548,0,0.67775028993719,1,0.941334505942527,0.42653239554779,six,0,three,1,0.693393956383147,0.0208652881513414,0.640713656287786,0.22850848048787,one,0,0,four,0.477679516016263,0,0,1,two,three,0.640954945738299,two,two,0.536732736441602,three,0.772443814940999,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,nine,0.129038468411375,three,0.400626507995116,0.512291799902269,0,one,0.343719816451191,0,1,0,0.892692467245206,two,0.109257416077097,1,1,0.847884099663283,nine,0,0.501688387225764,three,six,0,1,1,three,three,two,two,two,three,0.518651108154146,five,0.734716795942481,0,0.965631076362255,0,0,1,0.574706975942357,one,0.265134504139406,seven,0.372455411070013,0,0.0232469703904028,seven,one,0.0249022999831046,0,0.991187309182576,1,0,1,seven,0.106135575348517,0.77741776441007,0.955847686511692,0.784841601480068,one,0,three,three,0.283525237339319,0,0.773661661432344,seven,1,0.46720339323849,four,1,five,0,0.128501554410195,0,0.495092074666302,0.154139011979708,0,seven,0.917893366142756,0.951264854578817,0.297899500694594,0.140568111017625,0.541864643691475,1,0.388985333492147,0,0.168369004662441,0.927241579968162,0,three,one,1,five,1,seven,1,1,1,0,0.292411567531962,1,five,1,1,0,0.529966073867159,three,1,0.405490000216137,1,0.160872085604768,1,three,one,five,0.885772496628079,1,0.443004651333101,0.410504612262074
five,0.893047488930273,six,1,one,six,0.36625813736767,three,1,three,three,0.476943070180967,0.705413402495221,1,0.368665495186701,0.582038337655703,0.482924456013287,1,four,three,1,0.159263209759571,three,three,one,three,1,four,two,two,0.47382553815124,one,0.403067091891739,0,1,five,four,seven,one,two,0.515125801363177,0.300301602279235,0,1,0,1,seven,0,two,0.337435506573514,four,two,three,1,one,1,one,0,three,one,three,0.063865055081902,one,three,four,1,0,0.597269733674932,five,1,0,1,0.122400788783767,five,0.47239539265399,0.28895868315708,1,0.235436690988526,0.402776931224166,1,0.182324449512498,0,four,five,one,0.843207829581877,0,one,0.833001993049154,five,1,one,two,1,three,0.601686260985122,1,0.0273368326503822,0.36556029907149,1,0.907911440889808,1,0.442210514558903,0.0589304689802406,0.51580970207848,1,1,0,five,0.879718933315966,0,0,four,six,three,0.672658795475676,0,0,0,three,0.300181983850512,1,0.159218506315043,1,0.0104695937008509,0.745408364845622,one,1,four,1,0.777682058320725,0.898419123848341,0.883997401795249,0.991835470615619,three,1,0,six,0.882803488718664,1,1,0,one,four,0.319338540568868,four,one,0.921171183095421,two,0.750634219378822,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,one,0.322901868395186,two,0.568339224315693,0.255732507909165,1,four,0.2108258810199,1,0,1,0.787342919110026,three,0.952003526873246,0,1,0.412890264436326,four,0,0.105192250329061,eight,six,0,1,1,two,one,six,three,one,four,0.125110236920358,three,0.706836728018182,0,0.62777486138284,1,1,0,0.0974771456645349,two,0.00213835977054055,one,0.215324381980222,0,0.362124980105503,eight,two,0.298597306758749,0,0.0919045163091415,0,0,1,two,0.0375401822927172,0.558715456175038,0.402666522057345,0.2818772973656,two,1,four,one,0.000160742870362496,0,0.0100598046991405,six,0,0.0752402644618715,one,0,five,1,0.577177949006976,0,0.61620155293738,0.696234148404807,0,five,0.622068080927064,0.232758599719723,0.528136463037728,0.909773483521543,0.463108242494886,0,0.205028755392468,1,0.921615185255081,0.326219689854071,1,two,four,0,one,1,eight,1,0,0,1,0.908602478330864,0,seven,0,1,0,0.635173222274255,three,1,0.450259950371983,1,0.366388128095908,1,six,five,five,0.144095378304058,0,0.900648001669015,0.960023149108731
one,0.439820241145652,two,0,three,nine,0.40651113339924,three,1,two,three,0.963366072970095,0.462599965633995,0,0.537999078395918,0.46384762525106,0.098610602610094,0,four,three,1,0.133162523600823,five,two,five,six,0,three,three,two,0.818419100592335,one,0.930193706201598,0,0,five,one,three,four,two,0.62278278422857,0.944089909567395,0,0,0,0,four,1,two,0.838152751415153,five,two,three,1,two,1,one,0,one,nine,three,0.407723052555359,three,three,four,0,0,0.867273173855064,one,1,0,0,0.186033731984303,six,0.269559951427382,0.584757732382476,1,0.547121980932832,0.809520788687494,0,0.900458398279588,1,five,three,three,0.845470635392058,1,one,0.393472945958824,one,1,four,two,1,three,0.219872124059132,1,0.741369562934885,0.248513847287149,0,0.170721961035972,0,0.59920499140502,0.804969448275753,0.521669768773246,1,1,1,three,0.126929630862621,0,1,two,eight,one,0.426989665174976,0,1,0,one,0.487399718903531,0,0.686336821917296,0,0.150619280012434,0.45745572881671,one,1,one,1,0.745860094253246,0.487418937783868,0.87252956818311,0.927413407527572,two,1,0,three,0.938778595835129,1,0,1,two,three,0.87123952434094,one,five,0.615791959812838,one,0.655412025032487,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,seven,0.668559852275861,three,0.555546392337769,0.119394737020346,0,three,0.985854113934058,0,0,0,0.123365182612467,three,0.0762471377732966,1,0,0.471850635699605,four,0,0.0332892415669909,five,four,0,0,1,one,two,four,six,three,five,0.836471468699283,five,0.257623748832422,0,0.552749175683126,0,1,0,0.911404097521942,three,0.214869774417899,eight,0.606916430897052,0,0.656127291085055,two,four,0.996351528724887,1,0.277808091255877,0,0,1,one,0.207612190652093,0.543432101660717,0.592821057064788,0.0327990706094672,one,1,four,six,0.123703575843242,1,0.23284573768766,four,1,0.619107891972492,four,0,five,1,0.618890173771033,1,0.700602711691998,0.537543435358518,1,six,0.641721649214584,0.684948961866717,0.199044898704526,0.244827861242496,0.364031992212113,0,0.679552819690643,1,0.284721709458079,0.381784841154298,1,two,five,0,five,0,one,1,0,1,1,0.897710508564504,1,six,1,0,0,0.0683167749306337,one,0,0.0189851900494531,0,0.697138791332909,1,nine,nine,two,0.56678980966692,0,0.645186818441227,0.787679375765605
two,0.123035340612497,two,1,three,eight,0.666574627895572,three,1,five,four,0.984683563885716,0.574223134275187,1,0.827817835066136,0.5044162249889,0.797314547749627,0,two,five,0,0.791808859579831,two,one,four,seven,1,five,one,two,0.336841516317888,two,0.335008344283793,1,0,one,four,one,three,three,0.514137749469898,0.484266656698435,0,1,0,0,four,1,two,0.224409451516486,one,four,two,1,two,1,three,1,four,six,two,0.511116724281209,two,six,two,1,1,0.23822896260814,four,0,1,1,0.586947354198108,five,0.0207735285879995,0.889032052123058,1,0.047834051481309,0.286975071226307,0,0.245436939551447,0,one,four,seven,0.0958054160873444,0,four,0.996224507769102,six,0,three,two,0,two,0.0381398503028926,0,0.744477240936328,0.486406525022897,0,0.00662000878014979,1,0.606512176300199,0.568622602578368,0.290208891438367,0,0,1,two,0.939866578216453,0,1,two,one,four,0.667750364980845,1,0,1,four,0.554020436821524,0,0.0153597065950861,1,0.723515794100579,0.319790312459973,one,0,three,0,0.594608076011733,0.734595194878205,0.362288482991088,0.299128639089795,two,0,1,five,0.330554323844402,0,0,1,one,one,0.487831944487041,two,six,0.534768778400971,three,0.809142252406457,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,seven,0.820128409457781,one,0.504197820872095,0.748539497403475,0,three,0.342173362196843,1,0,0,0.63126838327083,one,0.777575296480235,0,1,0.355792756513001,five,1,0.627681878375148,two,two,1,1,1,two,one,four,three,two,one,0.5713715286377,one,0.505576933353861,1,0.0947592312576921,1,0,1,0.149960060576073,three,0.535785158773142,two,0.00504601303869157,0,0.127201036357705,two,four,0.724589440346437,0,0.141409106779777,0,0,1,one,0.4624908590742,0.375171566862227,0.770997209640569,0.313089337830613,four,1,three,six,0.922942290997662,0,0.735458835336136,four,1,0.126829651327265,three,1,three,1,0.69105204003562,0,0.416155304929429,0.452374793191842,1,five,0.795796346872486,0.697861169050991,0.494290178042736,0.643929504949484,0.504200790349616,0,0.0746832729667434,1,0.935859208583264,0.293927067109465,0,two,three,1,two,1,four,0,1,1,0,0.642996659856304,1,five,0,0,1,0.615413285665455,two,0,0.246615803134633,1,0.00988799743390978,1,six,five,five,0.0791820377520058,0,0.0845414212663673,0.115481178727091
four,0.30221068082044,four,1,one,four,0.385300426825839,two,0,four,two,0.256454169247176,0.737664913560671,0,0.154159314957492,0.113050548203394,0.873375196016703,1,seven,five,0,0.398373136709175,two,eight,one,eight,1,three,four,two,0.800516234686745,two,0.0525013615057733,1,0,five,four,three,three,two,0.3803390076188,0.621881854554447,0,0,0,0,seven,0,three,0.420341250815921,three,four,one,1,two,0,three,1,two,two,two,0.664648780729017,four,one,five,0,0,0.67868760256581,two,0,1,0,0.436442628761805,three,0.136415753653855,0.103347862209186,1,0.956070865820714,0.0620389343703061,1,0.6039664677232,0,eight,six,two,0.333487762458493,0,four,0.634276226768491,seven,0,three,four,0,four,0.565425052007085,1,0.954448259691793,0.213941003724562,1,0.480486541892246,1,0.550221087538844,0.62905383248351,0.405754028438832,0,1,1,five,0.316482110035107,0,0,two,eight,two,0.661858505303228,0,1,0,five,0.872877987736078,1,0.0987055730863897,1,0.544710642365371,0.14815628956473,three,0,two,1,0.358466738629891,0.931148343079856,0.788877479433417,0.108754174306832,four,1,0,six,0.678254347685585,1,0,0,two,three,0.722365577659756,one,three,0.17012772966447,one,0.204852171733201,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,three,0.951063534419262,one,0.0799350098063355,0.484472863012183,1,two,0.24552822895615,0,1,1,0.304121501649453,one,0.667958369475271,1,0,0.570134238541915,five,1,0.261956878176126,two,six,1,1,0,one,four,two,four,four,two,0.891036798406248,four,0.343162314988387,1,0.587211600214292,0,1,1,0.411149402874144,three,0.0943412676593609,two,0.805192118389073,0,0.876849718684436,one,four,0.0733255473347745,0,0.360898557812037,1,0,0,one,0.524059749194333,0.661459686241166,0.845011369525184,0.85976652772504,three,1,seven,six,0.611334447591672,0,0.953293800632552,three,1,0.204163617029904,four,1,one,0,0.29160500756168,0,0.131668251019278,0.914598006804285,1,one,0.82829436485623,0.109955725824739,0.890093886512617,0.857070636234077,0.970746506319653,1,0.878195033831216,1,0.620661449163617,0.81064811637283,0,one,five,1,two,0,five,0,1,0,1,0.0231661497594284,0,three,1,1,0,0.115182039665152,one,1,0.936046967971776,1,0.464045481635434,0,six,eight,four,0.7732488378223,0,0.0660391228163992,0.168305542607968
one,0.574392724110827,eight,1,two,four,0.693084680672307,three,0,two,four,0.717829737063402,0.26719996185559,0,0.652906164586255,0.387170644061265,0.0530838688383626,1,five,two,1,0.210631137164985,one,five,eight,two,1,one,four,one,0.874046798081056,three,0.603766698112344,0,0,seven,five,four,three,three,0.350094749412732,0.599000980579358,1,0,0,1,three,0,three,0.662817976563121,two,three,three,1,two,0,three,0,two,eight,five,0.216419017111219,two,two,two,1,1,0.847632892206057,two,1,1,0,0.431514730425327,four,0.723788283033665,0.820311045191696,0,0.82494063246829,0.425451865673783,1,0.353414187505577,1,two,seven,three,0.482174609135529,0,two,0.543235466788003,five,1,three,two,0,four,0.738386080929248,1,0.184409020433888,0.766629881819884,1,0.770966112978587,0,0.24769206995382,0.570740928771504,0.531471599858658,0,1,0,one,0.250842086066779,0,0,two,six,four,0.932291559246293,0,1,1,one,0.799862523938533,0,0.88918123893231,1,0.337666250471177,0.41180141375337,two,0,five,0,0.69114568240105,0.754833223634799,0.263511826594767,0.0752237178307557,two,0,1,one,0.611017852079702,0,1,0,one,four,0.840340421877618,three,three,0.0096968019748539,one,0.711820503996289,1,0,three,three,0,three,1,1,1,1,0,1,1,0,0,three,0,0,three,0,1,0,0,1,1,0,0,three,0,0,four,0.972864834526742,two,0.674726226819207,0.582556250437417,0,three,0.777450054096139,0,0,0,0.337916152997324,one,0.848640923563807,1,1,0.792452262189991,four,0,0.115593022666511,nine,seven,1,1,0,two,four,five,one,three,four,0.889981762292967,one,0.193785603638193,0,0.201745402848335,1,0,1,0.0261527843793229,one,0.563937654371435,one,0.815426606999301,1,0.227509200230627,eight,four,0.718516708845698,1,0.0843020345318142,1,1,0,six,0.654628813612621,0.96785805523726,0.787465746653802,0.782757822230434,three,0,two,seven,0.0596479642658725,1,0.966780762377193,four,0,0.799214593580259,four,0,one,1,0.447760533199971,0,0.650094885022204,0.859401919350784,0,four,0.259488102390251,0.815208009331758,0.243879025660755,0.103720658043358,0.5927831085094,0,0.179570322547787,0,0.896551373153943,0.26572444856144,0,three,one,0,seven,0,six,1,0,0,0,0.382129829841012,1,two,1,1,1,0.968114806622933,four,1,0.216174998330334,1,0.242029031837045,1,three,seven,one,0.369370490320321,0,0.410557216702178,0.347671325535265
two,0.191446274895048,two,0,three,six,0.352059768112715,two,0,four,two,0.772849729991546,0.600525374351689,1,0.406167115463615,0.770481215915893,0.50889318950232,1,one,one,0,0.716107113271733,three,seven,five,five,1,three,four,one,0.18371533253407,four,0.717636895047053,1,0,three,two,four,one,three,0.409442420255539,0.110492154294853,1,0,1,0,two,0,two,0.164646661188852,one,three,three,0,two,0,two,0,one,three,five,0.800325582475095,one,eight,three,0,0,0.107996142071269,four,0,1,0,0.465414128584746,seven,0.786863675197144,0.363144742890281,0,0.0519050787308399,0.391782923637329,0,0.850072162073257,1,two,four,two,0.811600292786175,1,three,0.0402616099292741,six,1,one,three,1,two,0.871633280180948,1,0.0525233764771528,0.71855370634079,0,0.342819441040373,0,0.947147344601794,0.717645685155552,0.715766718946999,1,1,0,five,0.322071378893692,0,0,two,six,one,0.511815482940346,0,0,0,two,0.194005666958536,0,0.390748167787214,1,0.873566490537022,0.292292910256291,one,1,four,1,0.941930501751592,0.375474098897668,0.799802257302048,0.541879639584559,three,0,1,six,0.703351228796841,1,1,0,one,three,0.689553590343061,three,three,0.508339596744026,one,0.0371346315442093,1,0.0751790185891043,two,four,0.501053211038003,eight,1,0,1,0,0.785712019414397,0,0,0.584509464463854,0.419597624738902,five,0.64483549721832,0.08766693213652,four,0.589784120147781,0,0.697349391128382,0.928604745108142,0,1,0.412253127704395,0.139946129623999,one,0.0119601567774114,0.637499539288244,three,0,three,0,0,1,three,0,1,1,1,0,three,0,1,1,0,three,1,0,three,three,1,1,1,three,three,three,three,three,three,0.987649102253258,three,0.931696799851256,0,0.184190423536149,0,0,1,0.612893787823284,two,0.80536082288022,one,0.657608462798093,1,0.17140700840472,seven,four,0.556197196355521,0,0.185816002220814,1,1,1,two,0.213404539846272,0.380622184158034,0.441674299103785,0.556130970694901,four,1,one,eight,0.15428150224139,1,0.999173246452165,three,1,0.810597082470761,one,0,two,0,0.30330366085437,1,0.040817107153759,0.55963726008878,1,one,0.661332680344786,0.671644420072842,0.233344729847572,0.770679590890829,0.57944152010176,1,0.551239657851792,1,0.635846954643787,0.0268485512652266,0,two,two,0,nine,1,eight,0,1,1,1,0.401805289450538,0,four,0,0,1,0.00585497669967616,three,0,0.742925103120894,0,0.998738702951263,0,nine,nine,three,0.041411675512908,1,0.670373451643562,0.755437338641623
