bdata76,bdata62,cdata70,bdata94,cdata25,bdata6,cdata81,cdata53,ndata52,ndata89,ndata73,cdata52,bdata72,cdata1,bdata81,bdata3,bdata14,cdata67,cdata88,ndata99,cdata48,bdata12,bdata11,cdata29,bdata4,bdata45,ndata51,bdata83,ndata60,bdata10,cdata90,bdata30,bdata87,cdata12,cdata100,ndata46,bdata2,ndata69,ndata39,bdata75,bdata84,ndata15,ndata84,cdata95,ndata34,cdata10,ndata93,bdata82,bdata25,bdata26,ndata81,ndata85,bdata92,bdata44,bdata18,ndata42,ndata75,ndata65,cdata28,cdata11,bdata80,ndata96,ndata45,ndata23,bdata39,cdata37,bdata59,ndata22,ndata77,cdata15,cdata93,cdata75,bdata37,cdata9,bdata69,ndata26,ndata97,cdata49,ndata86,cdata8,bdata57,bdata27,cdata43,cdata62,ndata25,ndata24,bdata91,bdata23,bdata22,cdata34,cdata84,cdata20,cdata97,cdata14,bdata28,ndata31,ndata79,cdata55,cdata64,ndata37,ndata5,bdata77,ndata68,ndata94,bdata90,cdata30,cdata61,bdata17,ndata40,bdata100,cdata71,bdata71,cdata38,bdata78,bdata98,bdata61,bdata68,ndata4,ndata1,cdata80,ndata67,ndata100,ndata49,cdata17,bdata16,bdata47,bdata7,bdata93,cdata69,bdata21,ndata78,cdata79,cdata78,cdata85,ndata88,cdata82,cdata63,ndata16,ndata87,cdata73,cdata13,bdata36,ndata59,ndata33,bdata63,cdata35,cdata45,cdata2,ndata80,ndata18,ndata9,bdata43,cdata47,ndata28,cdata76,bdata89,bdata79,bdata56,ndata55,ndata83,cdata3,ndata66,cdata96,ndata70,ndata61,cdata56,ndata6,ndata53,cdata99,ndata8,ndata47,bdata41,ndata71,bdata48,cdata36,cdata83,cdata5,cdata33,bdata73,cdata16,ndata14,bdata46,ndata57,ndata98,cdata26,ndata38,cdata86,ndata63,ndata19,bdata66,cdata50,ndata90,bdata97,cdata23,ndata21,ndata20,cdata98,cdata91,bdata52,bdata58,bdata9,bdata15,bdata29,bdata74,cdata24,ndata74,bdata88,ndata92,ndata41,ndata91,bdata86,bdata19,cdata41,cdata39,bdata49,cdata22,bdata70,ndata56,bdata51,ndata64,ndata58,bdata38,cdata6,ndata35,bdata65,ndata29,bdata60,bdata64,bdata5,ndata3,bdata54,ndata76,cdata18,ndata32,cdata21,bdata53,cdata44,bdata1,ndata95,bdata95,cdata77,cdata68,ndata44,bdata42,cdata7,bdata8,ndata48,bdata13,ndata36,cdata72,cdata92,cdata58,cdata60,bdata67,bdata20,cdata27,cdata4,bdata40,cdata89,cdata54,bdata96,cdata51,ndata72,bdata33,ndata10,bdata31,bdata35,bdata24,bdata55,ndata27,cdata42,ndata54,bdata99,ndata50,bdata34,cdata94,cdata40,cdata87,ndata62,ndata7,ndata2,cdata74,cdata31,ndata43,cdata57,bdata32,ndata82,cdata65,ndata11,ndata30,bdata85,cdata59,cdata19,ndata17,cdata66,cdata32,cdata46,ndata13,ndata12,bdata50
0,0,five,0,five,0,seven,four,0.630898159622669,0.496010171934469,0.321628718743946,five,1,three,0,0,1,four,two,0.919510546213366,two,0,0,seven,0,1,0.101883347733718,1,0.0641336736977396,0,two,1,1,four,two,0.338219958219613,0,0.0593901301709624,0.881935501336934,0,1,0.42536381775983,0.903729667599688,three,0.401138944259345,one,0.215044745367257,1,0,0,0.330020442767478,0.995841957383118,0,1,1,0.887099187524862,0.293803245447463,0.452839296456425,four,four,0,0.0494035361035788,0.41283284433919,0.461413204727258,0,one,1,0.284375102640834,0.394585398923012,four,four,two,0,eight,1,0.636470522551607,0.834279775064426,two,0.287406854947161,three,0,1,five,three,0.154333229156682,0.708358175459864,1,1,1,six,three,three,one,two,1,0.837233903928956,0.21095778026793,five,one,0.585692024996723,0.0774973314959985,0,0.798816310467764,0.0134639458293306,0,three,one,1,0.935089927587673,0,two,1,seven,0,1,1,0,0.486470890253372,0.547515617960041,four,0.0567497862977714,0.535689840342017,0.563755361671048,six,1,0,1,1,three,1,0.12967087513397,one,five,two,0.882536811834367,eight,one,0.820421673531159,0.0186642677554122,two,six,0,0.197209705401128,0.286227862196296,1,six,three,two,0.932979907597545,0.0581613153899793,0.021690906197499,1,one,0.799146333578216,one,1,0,0,0.725618538869223,0.908064517736138,three,0.587260080615817,five,0.0556410574923271,0.176101890219464,three,0.655201450456698,0.533158196125144,two,0.427152739008587,0.0988569327620336,1,0.640282377008388,0,one,nine,six,two,1,three,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,0,1,one,two,1,two,0,0.956864424899475,0,0.2458095068011,0.134030229355205,0,three,0.68526215646497,1,0.335960548416681,0,1,1,0.397744594557735,1,0.211832263890315,six,0.566062651288008,three,1,six,0,0.746296232222217,1,five,three,0.77687162955014,1,three,1,0.160350102946133,1,0.634005929192106,two,three,two,five,1,1,two,two,0,four,four,0,four,0.695048888473739,1,0.354089391159687,0,1,1,1,0.0818693175226805,six,0.0678175293376385,1,0.322442978180342,0,three,three,five,0.455869245052183,0.719136781968106,0.078126005681315,two,three,0.133641367816383,four,0,0.528655565013872,three,0.0914318644314857,0.362081379024558,1,one,three,0.153654467370218,two,two,six,0.4173534846303,0.179192675056818,1
0,1,seven,0,four,0,one,one,0.0321419857818918,0.91718773505091,0.217128776466036,five,1,three,1,0,1,three,one,0.416636790256625,seven,0,1,nine,1,1,0.573943508649917,1,0.264644776264702,1,four,1,0,one,one,0.546452736637037,0,0.444069272205783,0.317305762816699,1,1,0.00784688436473957,0.417045990725893,two,0.752996917210416,six,0.477958769545761,1,0,1,0.299920677140874,0.857016238952027,1,1,0,0.597018998338005,0.726741873956353,0.382022889621069,two,seven,1,0.26040255206815,0.7302781648443,0.479081456921248,1,three,0,0.122348824326391,0.738828760647571,two,four,three,0,three,1,0.49014540206396,0.215097527240208,one,0.478249228364678,three,0,1,three,three,0.682849651211735,0.0730128320962468,0,1,1,one,six,three,six,three,0,0.776177139209437,0.762314430113244,six,four,0.365637842248575,0.892221148063196,0,0.494897951335671,0.956087714773878,0,two,seven,1,0.434655333765706,1,five,0,six,0,1,0,1,0.987476807115098,0.768540927210232,five,0.8820630813685,0.0937818029009369,0.536101202485446,one,0,0,1,1,nine,1,0.635704138705442,two,one,two,0.170280951438373,two,one,0.919871597486657,0.331702719495011,two,four,1,0.400863479973219,0.744672348796592,1,three,three,three,0.836061597642753,0.579521908743404,0.174042776918238,1,three,0.239453847965032,one,0,1,1,0.351175591702802,0.594632249845153,three,0.183596089765628,nine,0.678878939330898,0.927195822726834,one,0.498366957548457,0.591228441253547,four,0.272041357087133,0.455946059894775,1,0.398437446954149,0,four,four,six,six,1,two,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,1,0,three,two,1,three,0,0.746540548191929,1,0.336749388933235,0.785455035093132,1,five,0.535763248408629,1,0.0335857718186279,0,0,0,0.753949936674115,1,0.0497816410573755,three,0.259966838255979,two,1,three,1,0.0860509598782982,0,four,four,0.498473649027694,1,three,1,0.810958976553549,1,0.389419745841555,one,five,four,five,0,1,three,one,1,six,four,1,six,0.218569493461713,0,0.474722450681623,1,1,0,0,0.173732743896306,seven,0.404321929178281,1,0.173351058998703,1,four,five,one,0.532737958041782,0.96239822553923,0.878074629525971,seven,two,0.81158510310322,five,1,0.698107054603382,three,0.177036172343126,0.602234862929316,1,nine,three,0.543961831582735,one,five,two,0.403317597778967,0.460723032620259,0
1,0,six,0,four,0,three,four,0.976788992881899,0.346473200723222,0.396044629491958,six,1,two,0,1,0,two,one,0.667881077448916,seven,1,1,one,0,0,0.207988937121174,0,0.18574870800145,1,four,0,1,three,one,0.855101988947583,0,0.529592935829148,0.674370870514903,1,1,0.641237145358731,0.594818829842401,three,0.50115903575281,six,0.649727427336563,1,1,1,0.62517135619203,0.731971077478104,1,1,1,0.567257049494037,0.547474329731329,0.83267640530877,two,three,1,0.866728997759785,0.00517752172656027,0.470865540583965,1,two,0,0.662991923342129,0.698952777804628,four,one,four,0,seven,0,0.514073144280959,0.854122531955071,five,0.637473827686644,three,1,0,three,two,0.621088710666575,0.0434120972562425,1,1,0,six,three,one,one,one,0,0.457596321650253,0.093220707245124,seven,four,0.56220366423399,0.61839831142464,0,0.267524305614976,0.122709351136966,1,two,six,0,0.19442765090253,1,one,1,five,1,0,1,1,0.856571946964101,0.0738612726500117,three,0.615571018337572,0.569408832760745,0.174966935319362,six,1,1,0,1,seven,0,0.528039052646751,two,one,two,0.210771202089617,six,two,0.0123708532024599,0.547981972953944,two,three,1,0.459073349825364,0.0847874490580816,0,five,five,one,0.937201854845248,0.254422964675111,0.396590255034748,0,four,0.255802098419187,five,0,0,1,0.517986468553558,0.456111532101932,three,0.868992942783658,five,0.156678638297674,0.186738626576976,one,0.767041233758009,0.510088527769627,three,0.129852304074418,0.813701531858758,0,0.631767870214079,0,three,nine,five,four,1,six,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,1,1,three,six,0,three,1,0.152061919720496,0,0.673931472270067,0.118670549652792,0,four,0.986385482253682,1,0.72680094178224,1,0,0,0.662541812664107,0,0.566484660744179,two,0.147472565602774,three,0,six,1,0.529077878563659,1,one,three,0.233307596842882,0,four,0,0.078793224289141,0,0.921331296127074,three,one,three,seven,0,1,two,three,0,four,eight,0,one,0.543120735829084,1,0.164966892827194,0,1,1,0,0.859277692346342,seven,0.717959192314936,1,0.0818576882154566,0,four,four,one,0.660401123120905,0.344555789200082,0.256285735139445,five,five,0.912477883559396,nine,0,0.718056574321297,one,0.574600590725511,0.469354708572573,1,one,two,0.876540306152951,one,five,five,0.957871982888089,0.153654862786481,1
1,1,one,0,three,0,seven,four,0.38682756830827,0.727042977782288,0.984243463839831,four,0,one,1,0,1,three,four,0.225267215692616,five,0,1,eight,0,1,0.8426823094186,1,0.477042564385372,0,one,1,0,two,one,0.755774417573005,0,0.376155320391739,0.924516951681994,1,0,0.137041089714702,0.802325059006955,one,0.137025281656104,two,0.278098449195565,0,1,1,0.830840767405696,0.991745142447155,0,0,1,0.612189200909584,0.138977227151545,0.85091377228085,one,six,0,0.973267343666389,0.0202707596708062,0.36833706028651,1,one,1,0.705445327962141,0.0565272540947395,two,one,two,1,eight,1,0.458176026774103,0.528182290103356,two,0.877177845216702,one,1,1,two,one,0.528329493198525,0.053789999607544,0,1,1,three,three,one,five,one,0,0.165855467122351,0.415931609917265,seven,four,0.638734431258611,0.308650661172035,0,0.126581936489492,0.97698004002358,0,two,eight,0,0.503843965904038,1,five,0,five,0,1,1,0,0.821188992129343,0.129259789563788,five,0.693632355973832,0.137038443728655,0.58099329985354,two,1,1,0,0,eight,0,0.470855291660975,one,three,three,0.472099885318028,five,four,0.237272840455753,0.0666858139243953,three,five,1,0.868339779214028,0.912156636956413,1,one,seven,one,0.960763171799552,0.147150622986583,0.835670751231186,0,four,0.617169270193984,three,1,1,0,0.146628234925475,0.0158225343791629,three,0.629933446682789,four,0.858472618494434,0.0327065551265685,two,0.548716044710439,0.15313898470252,six,0.138102558667397,0.86623246296634,0,0.574301850591714,1,two,eight,four,three,1,one,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,0,1,three,six,0,one,0,0.3293022534206,0,0.761891912837714,0.360795840618019,1,four,0.675673496380236,1,0.220840552618882,0,0,0,0.423932879443488,1,0.66746633982514,one,0.129695368956771,one,0,two,1,0.740834336623512,0,five,six,0.288652041180999,1,three,0,0.935555801676147,1,0.658716670524643,one,one,one,five,1,0,three,six,0,one,three,1,one,0.10213517148667,1,0.861638882561899,1,1,1,1,0.724743595980756,five,0.106788826505693,1,0.83825593248375,0,one,five,five,0.784922956755653,0.726998837399994,0.0714347587335337,four,six,0.878219357611852,eight,0,0.512696764506715,one,0.823026997618197,0.778300630166773,1,six,one,0.780430369147109,one,three,eight,0.352783009756134,0.977876251119975,0
0,1,seven,1,four,0,four,one,0.252652208283823,0.81037416460764,0.961439883455542,two,0,four,1,0,0,three,five,0.779254039463586,two,1,1,one,0,1,0.281229295385474,0,0.367804658239853,1,three,0,0,five,two,0.620938640550697,1,0.00117448066573955,0.195471311433001,1,0,0.431864899816266,0.220444750212771,two,0.159291879028898,three,0.31925045799477,1,1,0,0.268793272533166,0.567200252673268,1,1,1,0.641931458826875,0.860779364436452,0.403590924550634,four,two,0,0.816614935104288,0.463488691654289,0.524701104769907,0,one,1,0.555194782334851,0.744801079505271,one,three,one,0,eight,0,0.683881480748961,0.253174098411599,one,0.683131095167011,two,1,0,six,one,0.561436396772193,0.172321777766518,1,0,1,six,two,three,seven,one,0,0.493251283114515,0.339519728810107,five,one,0.220888675501612,0.575143909715614,0,0.0227328411321325,0.418793555519348,0,two,nine,0,0.978146070482833,0,one,1,six,1,1,1,0,0.568323492269177,0.185398892701904,one,0.141555188585093,0.377331818512105,0.64926761449543,five,0,1,1,0,four,0,0.475677280833281,three,eight,one,0.758213162821085,eight,one,0.0491144313618057,0.674355328834575,three,five,1,0.0355868383862481,0.600529504519488,1,three,two,two,0.244506726339244,0.756364830447659,0.988055914631073,0,six,0.560937848870314,three,1,1,0,0.69019364448185,0.426041686466837,seven,0.54795945898416,six,0.248442528272691,0.258322012140428,three,0.677837754482117,0.428238466290645,eight,0.835511802457666,0.367400018579831,0,0.92064315972286,1,five,nine,one,one,1,one,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,0,1,three,five,0,one,0,0.0661003537419764,1,0.623421290353282,0.366282767291472,1,two,0.910088231376523,1,0.0341254869377126,1,1,1,0.680628281761005,0,0.761553179495301,two,0.796186733334038,two,1,two,1,0.513449384076831,1,five,six,0.492323378040216,1,four,0,0.0460168191134769,0,0.0831410601651165,one,four,four,seven,1,1,two,three,0,five,five,0,three,0.820262001138028,0,0.813648235383247,0,0,1,1,0.556245941639148,four,0.12959105210613,1,0.570661513222432,1,two,eight,five,0.353003886135676,0.129581833596403,0.687868072357621,six,nine,0.179188689455119,two,1,0.788008034463787,one,0.911751972075425,0.0193894950280765,1,seven,one,0.294911496301362,four,four,one,0.831461711850102,0.247860041634588,0
1,0,two,0,five,0,five,three,0.378274605216034,0.767278328906623,0.912222850832278,two,0,two,0,1,0,three,four,0.31172779903846,six,1,0,four,1,1,0.328456569390276,0,0.537250165873112,1,one,0,0,four,two,0.198184033454357,1,0.327355794582885,0.0364236708304874,0,1,0.280390635919073,0.319600355997381,one,0.552426053258246,two,0.522566961239208,1,1,1,0.935821704417683,0.0410614033147498,1,0,1,0.407261540323879,0.316424073108001,0.385632347474706,one,four,1,0.945435023854524,0.0867737932136646,0.0185350866528339,1,two,1,0.427857910451702,0.631475198000083,three,four,two,1,one,1,0.404728774247942,0.461602755684512,two,0.140495620574681,two,1,1,one,two,0.683668912512898,0.763546048034376,0,1,1,two,one,one,two,one,1,0.852269153084385,0.485726212699022,six,two,0.452054615061917,0.998004154993971,1,0.0461115102384405,0.93196015078039,0,one,six,1,0.463945628702572,0,one,1,four,0,1,1,0,0.0191972597430135,0.478288059153132,two,0.00236864487457289,0.799515883151427,0.40997420564374,one,0,0,1,0,seven,0,0.727767200051801,two,four,two,0.1022333603406,one,three,0.947289935644677,0.800661604641673,one,three,1,0.247905820859237,0.7566344562127,1,five,seven,one,0.84029841776144,0.565395116942105,0.86800343173648,0,four,0.336507818692574,one,0,0,0,0.315685271289169,0.80278243244121,three,0.216588995948687,six,0.910000830522339,0.800751452965112,one,0.87644466473929,0.261009851135208,one,0.945453447695203,0.943634655623468,0,0.247735365703871,0,four,three,one,four,1,six,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,0,1,two,six,0,two,0,0.379982643658251,0,0.233989987353994,0.32826469957193,0,three,0.839861545298868,0,0.104865387244883,1,0,1,0.931428161465938,0,0.593583459163474,five,0.600526337877215,two,0,one,0,0.901763588324713,1,one,four,0.485639687952188,0,eight,0,0.253289607818871,0,0.739235076244807,one,one,four,seven,1,1,one,seven,0,four,nine,0,four,0.574723904495544,0,0.00370102547186413,0,1,0,1,0.960345137396754,seven,0.0972159125945292,1,0.782434375973631,1,four,six,one,0.217650543778378,0.103404301237682,0.631898365768616,four,eight,0.464732359180311,two,1,0.182736311446153,two,0.944114598728731,0.826177897830027,0,six,five,0.316317463834198,four,two,one,0.268690254748265,0.63185448077866,1
1,0,five,1,two,1,three,three,0.178188014332868,0.136611843661178,0.156930743290322,six,0,one,1,1,1,two,five,0.424780008659695,seven,0,1,seven,1,0,0.667245554380951,1,0.472763006684091,1,four,0,0,five,one,0.0649264894932301,1,0.788122494933053,0.446047307331713,1,0,0.447454244965304,0.0223954094676496,two,0.825583525589527,four,0.296906011987908,1,1,1,0.795103981075122,0.382554557687262,1,0,1,0.791461118244565,0.671234649492623,0.583495199924821,six,five,0,0.653431314118925,0.669771394930994,0.729005316432406,1,two,0,0.360278167474339,0.897336881860808,three,two,four,1,five,1,0.824770881137756,0.477235329636312,two,0.166275914139182,one,0,1,three,three,0.429180792223363,0.0475370668723387,0,0,0,one,one,three,six,three,1,0.791916870596383,0.373487739136929,one,three,0.623306899194497,0.804713723316274,1,0.437938291697637,0.275239361457731,1,two,six,0,0.95181348922646,1,five,0,four,1,1,1,1,0.452233135834274,0.226487219665546,seven,0.811575944260613,0.123109813915607,0.561610488881943,three,1,1,1,1,two,0,0.170027374350594,two,six,four,0.223950234463879,one,one,0.277467351313398,0.737530044004431,two,three,0,0.709272314227772,0.663249906529914,1,four,five,one,0.15645060942681,0.315633094403841,0.310227511350575,0,four,0.432903570810804,four,0,1,1,0.629130997792604,0.207154083250834,one,0.0812382889026552,two,0.75413838363085,0.836879680915401,three,0.451874087610207,0.325589638887026,eight,0.117313019103249,0.640370339034251,0,0.99006750385368,0,six,nine,six,five,1,one,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,1,0,three,four,1,three,0,0.0265601267331391,0,0.936777696175657,0.309043788724072,0,one,0.886539103739315,0,0.662932373596549,1,1,0,0.725074571258387,0,0.827121177875376,five,0.309410039783446,two,1,four,0,0.480990560249762,1,one,five,0.759537215523685,0,nine,0,0.211257816116152,1,0.145510982744289,two,one,four,three,0,0,two,four,0,two,three,1,three,0.704551871947281,1,0.525043756050958,0,1,0,0,0.53614388854411,five,0.00732857769911821,0,0.226362094336012,1,five,five,five,0.412912547813029,0.136554153554802,0.889486011599707,one,two,0.333855221077634,one,1,0.968080918055937,one,0.523802872645671,0.62826017692516,1,three,three,0.183305114615264,two,three,eight,0.739904745102284,0.310703439816464,1
0,0,one,0,four,1,two,two,0.587774666050903,0.265455632264075,0.829424189371973,four,0,two,1,1,1,two,four,0.194459266887495,six,0,0,one,0,0,0.35250696304181,1,0.239412843606495,0,four,0,1,three,four,0.496129356740973,1,0.890949189333674,0.753694607352504,0,1,0.798389867106344,0.169269946647088,three,0.492001016009057,one,0.922917827645198,0,0,1,0.947855483031707,0.0461122158099181,0,1,1,0.918767195355336,0.884269760871822,0.635112315866345,three,four,1,0.73223166921655,0.521512372550544,0.177292249221982,0,one,1,0.178292915597989,0.937198123559871,four,three,one,0,seven,1,0.0674683227585148,0.6175836199097,two,0.984941713152823,two,0,1,one,two,0.726887781134099,0.444263018984392,0,0,0,two,five,two,six,two,1,0.359552336592972,0.448715591641088,six,two,0.18597490324466,0.230758883282912,1,0.26879243294413,0.194696219466509,1,three,three,0,0.469506819017254,1,one,1,two,1,1,0,1,0.857435497123035,0.336751752544209,one,0.0551882494867092,0.863881051646993,0.914405164677847,three,0,1,0,0,seven,0,0.528133261248013,one,two,two,0.685488234646207,five,four,0.76997755505009,0.934188035239781,two,five,0,0.597279412892812,0.912414707801553,1,one,five,three,0.608063737415254,0.648719120826605,0.23830339242508,0,four,0.412903709054042,four,0,0,0,0.644850772177835,0.190400275870276,four,0.124852551459259,nine,0.88382763738443,0.241322655005279,one,0.44047078145913,0.917444480272664,eight,0.562880902851494,0.00758679159331099,1,0.287941933806029,1,six,seven,four,five,1,two,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,1,0,two,eight,1,three,1,0.334709941099819,0,0.10921550991411,0.373545928764181,0,two,0.415888345222836,0,0.744834866940287,0,0,0,0.289846464180218,1,0.539021670153282,three,0.765250515289102,two,1,two,1,0.0667011731400062,0,four,eight,0.570361316380357,0,four,0,0.892339777511856,0,0.82763428120299,two,one,one,one,1,1,two,one,0,five,five,0,one,0.691319971511142,1,0.110195839572534,0,0,1,1,0.501081625889455,one,0.589683626469287,1,0.882440184495683,1,three,six,three,0.536253012749944,0.405299994047024,0.563598109117538,seven,five,0.788843712730363,five,1,0.84382619961705,three,0.782983097700433,0.218299893964873,0,eight,three,0.546407552249416,one,one,four,0.753262922444168,0.371184880729853,1
0,1,three,1,one,1,four,two,0.0451860406150391,0.672541005937634,0.657485299052827,two,0,two,0,0,1,four,five,0.219508749761789,one,1,0,two,0,0,0.651902593894581,0,0.936528550053821,1,two,0,1,one,two,0.043861210352431,1,0.516102634085136,0.39547834671093,1,0,0.898493502970077,0.875728215830882,one,0.593699540182015,three,0.955948399070274,1,1,1,0.219120981192574,0.337275117797797,0,1,1,0.756151968444004,0.889872010637797,0.839724401053334,one,three,0,0.387776493581845,0.710445354054082,0.134687645529382,0,three,0,0.577322004099648,0.530304462928129,one,two,four,1,five,1,0.659650407487432,0.428335949204384,four,0.309870510268982,one,0,0,four,three,0.925586446409652,0.522390855645347,1,0,0,two,six,one,seven,one,1,0.894682008705571,0.8513979698109,six,two,0.705169173351453,0.797517550534287,0,0.333541493864105,0.809745615492978,0,one,six,0,0.0947286439802039,0,five,0,two,1,0,0,0,0.8063738013806,0.1424806432879,one,0.35235128899413,0.10433651859395,0.210405163992964,four,1,1,1,0,eight,0,0.00575465369852868,one,nine,four,0.0800854120765878,one,two,0.864468576843552,0.80906406893737,one,three,1,0.493626525017802,0.150405040627919,0,one,two,three,0.512334243934974,0.0714287874897291,0.716862413057103,0,seven,0.243035414852153,seven,0,0,1,0.140225637667652,0.098761029139622,seven,0.407630972756767,two,0.844718620786503,0.632544720447005,three,0.642244903814971,0.359314061154414,five,0.436433637089341,0.810523132128789,1,0.400232252572259,1,three,nine,seven,six,0,three,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,1,1,two,seven,1,two,1,0.968416520667409,0,0.326534069395815,0.6095366432296,1,one,0.3087117457347,1,0.00582012860319903,0,0,0,0.884663816926027,0,0.281462342229893,four,0.51307910816707,three,0,two,0,0.737703227525799,0,two,one,0.412734232342327,0,two,1,0.421244118874399,0,0.190457415658034,one,two,one,four,0,0,two,four,0,four,two,1,four,0.411148398391375,1,0.73063394322657,1,0,0,1,0.0798298373003351,four,0.86287740839786,0,0.601048375060402,1,four,four,one,0.212244583570931,0.187994266439268,0.872754408471685,seven,five,0.0868406659858656,five,1,0.52936681073819,one,0.454827610844381,0.721227035788218,0,eight,five,0.56401466589098,five,two,three,0.752780956805969,0.768810026989608,1
1,1,eight,1,two,0,one,three,0.26003524937499,0.34273377231859,0.621572581017472,four,0,one,0,0,1,three,one,0.761956056262618,one,1,1,seven,0,0,0.871122108408854,1,0.719313052026901,1,one,1,0,one,three,0.12576629331649,0,0.321306652999074,0.201812060435539,1,0,0.508750543058192,0.736814371850012,three,0.769092067611852,three,0.00296579544877573,0,1,0,0.217726802091672,0.343004679143475,0,0,0,0.3618898091165,0.0558201515735031,0.345299632242152,three,five,0,0.55368295930138,0.885393353494653,0.539111843929352,0,three,1,0.466536384484851,0.820543086184473,one,four,five,1,three,0,0.213811758415762,0.797798639908995,three,0.756649949000541,one,1,1,five,two,0.754767055494663,0.505348820012055,0,1,0,four,two,one,one,one,0,0.0944954037687081,0.151197742731335,one,two,0.739169155900483,0.570687282390994,0,0.107272397284234,0.988126872567886,1,three,six,0,0.55197421653128,1,five,0,five,0,0,1,1,0.605854609403392,0.115379167660609,one,0.703833472097351,0.0858788098631903,0.738190297729615,seven,0,0,1,1,nine,0,0.801899706641252,two,nine,one,0.237368332232582,one,two,0.341452187044373,0.270316920943856,one,three,1,0.291581262127379,0.758087209780376,1,one,six,three,0.587848934671089,0.622792584430188,0.453460534454481,0,four,0.684242891012511,three,1,0,1,0.101255204115689,0.665628904839779,five,0.0898944975167933,eight,0.835263266557054,0.663995040374564,two,0.510262590461266,0.572386342408693,one,0.193019739235451,0.649285181156892,0,0.96691382421384,0,one,nine,five,three,1,two,0,1,0,0,three,0,three,0,0,1,three,0,1,three,0,0,three,three,1,1,1,1,1,1,three,0,1,0,0,0,0,1,three,six,0,one,0,0.0072316321336624,1,0.629932916415363,0.940562149586513,0,one,0.039597073093843,0,0.532592813234564,0,1,0,0.622242630438249,0,0.23930900254724,three,0.521224943730839,three,1,three,0,0.0945463496342644,1,one,one,0.675467307962316,0,one,0,0.486496070100332,1,0.05723211855851,one,five,four,four,1,0,one,two,0,three,nine,0,six,0.209297915268954,0,0.337961857610696,1,0,1,1,0.0956103615768303,six,0.501932235478102,1,0.193955186262045,0,four,five,three,0.894764448043412,0.822752677778852,0.80551804321013,one,eight,0.0443809618994757,eight,1,0.323178190132014,one,0.946549856833602,0.963719450754962,1,three,four,0.285231470607425,one,five,seven,0.185928294113006,0.444563128482942,0
